name,lon,lat
OTHER OFFENSES,-122.4103655705788,37.76431131762949
OTHER OFFENSES,-122.42236740956324,37.769868239245525
WARRANTS,-122.40524246711405,37.74305069031124
OTHER OFFENSES,-122.40340479147905,37.775420706711
OTHER OFFENSES,-122.40524246711405,37.74305069031124
OTHER OFFENSES,-122.39250380925108,37.79376876510572
LARCENY/THEFT,-122.4116942240182,37.76288899030096
OTHER OFFENSES,-122.51049736128849,37.76722394480888
OTHER OFFENSES,-122.48033821923583,37.763420155300714
OTHER OFFENSES,-122.41708175321844,37.806142085386185
TRESPASS,-122.4329511321977,37.76261907533998
NON-CRIMINAL,-122.42915988365783,37.76906123535326
NON-CRIMINAL,-122.4329511321977,37.76261907533998
LIQUOR LAWS,-122.42168153157179,37.74282220048449
ASSAULT,-122.42000143696421,37.77409485668817
ASSAULT,-122.39944365894242,37.73017601616475
SECONDARY CODES,-122.41216903901442,37.74934618079576
ASSAULT,-122.41882054233564,37.76192348010788
FRAUD,-122.41073147695593,37.7681785365421
DRUG/NARCOTIC,-122.41550824278185,37.78165428060756
ASSAULT,-122.40184636752176,37.77903241362508
OTHER OFFENSES,-122.40680304260854,37.757762673142594
OTHER OFFENSES,-122.39891947759556,37.796953574467025
NON-CRIMINAL,-122.41032349523243,37.785122522360666
RECOVERED VEHICLE,-122.38717799288568,37.746156968662795
ASSAULT,-122.39944365894242,37.73017601616475
OTHER OFFENSES,-122.48594422344046,37.780984613969466
WEAPON LAWS,-122.40816295385729,37.780534538527796
WARRANTS,-122.40816295385729,37.780534538527796
ASSAULT,-122.3824252860555,37.73503850618643
OTHER OFFENSES,-122.42930672837649,37.730742916955954
"SEX OFFENSES, FORCIBLE",-122.3824252860555,37.73503850618643
OTHER OFFENSES,-122.40680304260854,37.757762673142594
WARRANTS,-122.40924767554732,37.78139873408917
ASSAULT,-122.44048564578381,37.76050039865242
OTHER OFFENSES,-122.40340479147905,37.775420706711
OTHER OFFENSES,-122.4919567792062,37.77687667352179
ASSAULT,-122.41967295494499,37.789668941238034
ASSAULT,-122.4497839054318,37.771508206440295
OTHER OFFENSES,-122.41694856587593,37.780468926847924
NON-CRIMINAL,-122.3824252860555,37.73503850618643
DRUG/NARCOTIC,-122.40924767554732,37.78139873408917
DRUG/NARCOTIC,-122.41550824278185,37.78165428060756
OTHER OFFENSES,-122.42930672837649,37.730742916955954
NON-CRIMINAL,-122.40586165724629,37.78662723254503
WEAPON LAWS,-122.41032349523243,37.785122522360666
VEHICLE THEFT,-122.39494349387543,37.791842469000116
WARRANTS,-122.41592984954755,37.760433000375365
NON-CRIMINAL,-122.41431222924005,37.779833918358655
OTHER OFFENSES,-122.41216903901442,37.74934618079576
ROBBERY,-122.39891947759556,37.796953574467025
LARCENY/THEFT,-122.43836774873222,37.777794808403655
SUSPICIOUS OCC,-122.41216903901442,37.74934618079576
OTHER OFFENSES,-122.4160784239086,37.76203478665186
OTHER OFFENSES,-122.41918309636223,37.78309982445922
LARCENY/THEFT,-122.4072440870319,37.786564760768535
OTHER OFFENSES,-122.40479942495092,37.79445253894807
"SEX OFFENSES, FORCIBLE",-122.3824252860555,37.73503850618643
WARRANTS,-122.40950430935028,37.781526271747
TRESPASS,-122.40926844144441,37.78379987236011
OTHER OFFENSES,-122.41918309636223,37.78309982445922
BURGLARY,-122.40219489462599,37.761581937931396
OTHER OFFENSES,-122.47628929439304,37.71805179122303
SUSPICIOUS OCC,-122.4141771617915,37.77580025733408
BURGLARY,-122.40586165724629,37.78662723254503
WARRANTS,-122.40289135143014,37.79739505508499
WARRANTS,-122.40340479147905,37.775420706711
LARCENY/THEFT,-122.40586165724629,37.78662723254503
OTHER OFFENSES,-122.40289135143014,37.79739505508499
OTHER OFFENSES,-122.40289135143014,37.79739505508499
ASSAULT,-122.41635198735192,37.7816031438671
BURGLARY,-122.40586165724629,37.78662723254503
DRUG/NARCOTIC,-122.42000143696421,37.77409485668817
WARRANTS,-122.41032349523243,37.785122522360666
SECONDARY CODES,-122.42032256693136,37.70991405004037
OTHER OFFENSES,-122.47500300921295,37.72491207855804
STOLEN PROPERTY,-122.4186362739707,37.76568503855508
VANDALISM,-122.40586165724629,37.78662723254503
WARRANTS,-122.41706704403849,37.74828542941397
OTHER OFFENSES,-122.41073147695593,37.7681785365421
WARRANTS,-122.40340479147905,37.775420706711
DISORDERLY CONDUCT,-122.4497839054318,37.771508206440295
OTHER OFFENSES,-122.42670250250644,37.795316316261285
DRUG/NARCOTIC,-122.41550824278185,37.78165428060756
WEAPON LAWS,-122.41431222924005,37.779833918358655
DRUNKENNESS,-122.41710489555551,37.77432428679077
WARRANTS,-122.40943561710607,37.75599773398556
DRUG/NARCOTIC,-122.41550824278185,37.78165428060756
WARRANTS,-122.42700735268149,37.79258166498533
OTHER OFFENSES,-122.42700735268149,37.79258166498533
OTHER OFFENSES,-122.42225865348101,37.76004976528089
DRUG/NARCOTIC,-122.42700735268149,37.79258166498533
ASSAULT,-122.47628929439304,37.71805179122303
NON-CRIMINAL,-122.41550824278185,37.78165428060756
OTHER OFFENSES,-122.41529082062327,37.71350382630128
ASSAULT,-122.3824252860555,37.73503850618643
NON-CRIMINAL,-122.41829609443684,37.75142848567855
DRUG/NARCOTIC,-122.42700735268149,37.79258166498533
SECONDARY CODES,-122.4919567792062,37.77687667352179
DRUNKENNESS,-122.41829609443684,37.75142848567855
OTHER OFFENSES,-122.41073147695593,37.7681785365421
LARCENY/THEFT,-122.4919567792062,37.77687667352179
TRESPASS,-122.4497839054318,37.771508206440295
WARRANTS,-122.41224976763395,37.782556330201984
OTHER OFFENSES,-122.40943561710607,37.75599773398556
WEAPON LAWS,-122.41710489555551,37.77432428679077
OTHER OFFENSES,-122.41748832363884,37.76518180399061
OTHER OFFENSES,-122.42032256693136,37.70991405004037
OTHER OFFENSES,-122.40479942495092,37.79445253894807
DRUG/NARCOTIC,-122.40289135143014,37.79739505508499
OTHER OFFENSES,-122.42458205493489,37.76973321243213
OTHER OFFENSES,-122.42458205493489,37.76973321243213
OTHER OFFENSES,-122.41550824278185,37.78165428060756
VANDALISM,-122.41762831134251,37.77197817992606
NON-CRIMINAL,-122.43836774873222,37.777794808403655
BURGLARY,-122.4186362739707,37.76568503855508
WARRANTS,-122.4141771617915,37.77580025733408
DRUG/NARCOTIC,-122.43932963493576,37.7819788533568
LARCENY/THEFT,-122.4076335207421,37.78418935014246
OTHER OFFENSES,-122.42032256693136,37.70991405004037
"SEX OFFENSES, FORCIBLE",-122.3824252860555,37.73503850618643
WARRANTS,-122.43932963493576,37.7819788533568
VANDALISM,-122.41882054233564,37.76192348010788
OTHER OFFENSES,-122.39180029694313,37.7316450604526
WARRANTS,-122.40780266837622,37.789381890502135
OTHER OFFENSES,-122.40586165724629,37.78662723254503
LARCENY/THEFT,-122.49017024665066,37.74246823536251
WARRANTS,-122.41945807315328,37.78449901979975
DRIVING UNDER THE INFLUENCE,-122.49759089419966,37.778520165180055
OTHER OFFENSES,-122.4198145938115,37.76584272133717
LARCENY/THEFT,-122.41945807315328,37.78449901979975
ASSAULT,-122.483937521427,37.784848176192696
SECONDARY CODES,-122.483937521427,37.784848176192696
DISORDERLY CONDUCT,-122.41360932898488,37.784696907903964
DRUG/NARCOTIC,-122.42174765046309,37.76274366011474
OTHER OFFENSES,-122.39473203783164,37.78219877132483
OTHER OFFENSES,-122.40801449292015,37.78595077676135
WARRANTS,-122.40391914835712,37.78711609846718
OTHER OFFENSES,-122.48380522933876,37.7820741196393
OTHER OFFENSES,-122.47176229348557,37.77313705644568
LARCENY/THEFT,-122.47564746078615,37.72852806274646
OTHER OFFENSES,-122.47176229348557,37.77313705644568
STOLEN PROPERTY,-122.40244859831604,37.76862184291471
TRESPASS,-122.40653667700576,37.79134196044979
ASSAULT,-122.4096963555585,37.78175405887116
OTHER OFFENSES,-122.4387722417197,37.718119119978226
WARRANTS,-122.4464726790052,37.77580159439119
NON-CRIMINAL,-122.40340479147905,37.775420706711
WEAPON LAWS,-122.40340479147905,37.775420706711
VANDALISM,-122.41747701285013,37.76435775168604
TRESPASS,-122.41360932898488,37.784696907903964
LARCENY/THEFT,-122.4130731514193,37.772538392859246
ASSAULT,-122.40340479147905,37.775420706711
WEAPON LAWS,-122.40340479147905,37.775420706711
WARRANTS,-122.40753886596559,37.7318472821329
ASSAULT,-122.41747701285013,37.76435775168604
ASSAULT,-122.4096963555585,37.78175405887116
VANDALISM,-122.3957718970618,37.75729278101006
OTHER OFFENSES,-122.42173376776309,37.76329969459385
ASSAULT,-122.40340479147905,37.775420706711
OTHER OFFENSES,-122.40753886596559,37.7318472821329
VEHICLE THEFT,-122.4055754143102,37.79056412701314
WARRANTS,-122.39891947759556,37.796953574467025
OTHER OFFENSES,-122.49017024665066,37.74246823536251
ASSAULT,-122.4667337132297,37.762238789972024
ROBBERY,-122.41583886146799,37.748687119609386
LARCENY/THEFT,-122.4076335207421,37.78418935014246
OTHER OFFENSES,-122.3982974911902,37.72661212259671
ROBBERY,-122.4464726790052,37.77580159439119
DRIVING UNDER THE INFLUENCE,-122.43501209378908,37.76176771829544
ASSAULT,-122.41954597652388,37.75135238699001
TRESPASS,-122.41745900499191,37.74855649325351
ASSAULT,-122.40653667700576,37.79134196044979
WARRANTS,-122.41607093281051,37.76121422366275
VANDALISM,-122.432951589917,37.805052022888134
OTHER OFFENSES,-122.41312303017764,37.76476594610507
NON-CRIMINAL,-122.40836857934458,37.78077842537316
ASSAULT,-122.42197091902916,37.74237522452553
ASSAULT,-122.49484961154421,37.740331617614544
LARCENY/THEFT,-122.40244859831604,37.76862184291471
OTHER OFFENSES,-122.39100427327769,37.79251826551054
WARRANTS,-122.41564248785478,37.77883231587925
BURGLARY,-122.4130731514193,37.772538392859246
OTHER OFFENSES,-122.44888000195371,37.778387889085096
WARRANTS,-122.42174765046309,37.76274366011474
DRUG/NARCOTIC,-122.41120572872313,37.778224480633114
WARRANTS,-122.41120572872313,37.778224480633114
ASSAULT,-122.4096963555585,37.78175405887116
NON-CRIMINAL,-122.41120572872313,37.778224480633114
"SEX OFFENSES, FORCIBLE",-122.44004039134256,37.786670244211614
OTHER OFFENSES,-122.41360932898488,37.784696907903964
DRIVING UNDER THE INFLUENCE,-122.45398162236508,37.771427859591306
OTHER OFFENSES,-122.45398162236508,37.771427859591306
OTHER OFFENSES,-122.40753886596559,37.7318472821329
DRUG/NARCOTIC,-122.4198145938115,37.76584272133717
DRIVING UNDER THE INFLUENCE,-122.4959708572,37.772029166295894
ROBBERY,-122.41583886146799,37.748687119609386
ROBBERY,-122.39891947759556,37.796953574467025
WARRANTS,-122.44368609813982,37.79981545710939
VANDALISM,-122.41053462136412,37.80061562136874
OTHER OFFENSES,-122.40803483031091,37.79074015448681
ROBBERY,-122.40801449292015,37.78595077676135
BURGLARY,-122.40952991327822,37.765718439528214
OTHER OFFENSES,-122.3944898118326,37.73479739868958
OTHER OFFENSES,-122.41312303017764,37.76476594610507
ASSAULT,-122.40803483031091,37.79074015448681
OTHER OFFENSES,-122.47500300921295,37.72491207855804
ASSAULT,-122.40803483031091,37.79074015448681
ASSAULT,-122.40817393789983,37.80051161487147
OTHER OFFENSES,-122.40952991327822,37.765718439528214
OTHER OFFENSES,-122.42173376776309,37.76329969459385
ASSAULT,-122.45822081169729,37.76331239613537
WARRANTS,-122.41564248785478,37.77883231587925
NON-CRIMINAL,-122.41564248785478,37.77883231587925
OTHER OFFENSES,-122.42414758896123,37.73987020660933
WARRANTS,-122.40340479147905,37.775420706711
WEAPON LAWS,-122.4198145938115,37.76584272133717
DRUG/NARCOTIC,-122.42174765046309,37.76274366011474
OTHER OFFENSES,-122.40817393789983,37.80051161487147
SECONDARY CODES,-122.40817393789983,37.80051161487147
FRAUD,-122.39891947759556,37.796953574467025
VANDALISM,-122.42051568140836,37.78938405033688
OTHER OFFENSES,-122.39473203783164,37.78219877132483
NON-CRIMINAL,-122.40836857934458,37.78077842537316
STOLEN PROPERTY,-122.39266745472824,37.78994041991025
OTHER OFFENSES,-122.42414758896123,37.73987020660933
SECONDARY CODES,-122.41583886146799,37.748687119609386
OTHER OFFENSES,-122.41927480144886,37.78356805352074
DRUG/NARCOTIC,-122.39266745472824,37.78994041991025
OTHER OFFENSES,-122.39266745472824,37.78994041991025
OTHER OFFENSES,-122.41550824278185,37.78165428060756
WARRANTS,-122.40307000084677,37.785268630908725
NON-CRIMINAL,-122.45433010539585,37.76815301111592
ARSON,-122.43526519861612,37.8000616729806
OTHER OFFENSES,-122.46549360831206,37.782889005058735
WARRANTS,-122.4122967393975,37.76419210093317
OTHER OFFENSES,-122.42171323197135,37.77895746820261
ASSAULT,-122.4106899077874,37.78249489077353
STOLEN PROPERTY,-122.42075511577934,37.77201821868283
ASSAULT,-122.51017070609305,37.7741725064496
STOLEN PROPERTY,-122.41945689439275,37.776861718671775
ASSAULT,-122.4162938209353,37.77749367773503
ASSAULT,-122.40172369651206,37.76613217314354
NON-CRIMINAL,-122.4065209871443,37.785062942166064
SUSPICIOUS OCC,-122.51364206426544,37.77846921994672
BURGLARY,-122.43526519861612,37.8000616729806
OTHER OFFENSES,-122.45538919797396,37.781315119952566
WARRANTS,-122.43746150234895,37.72116508074143
OTHER OFFENSES,-122.4218863579807,37.76491789094235
ROBBERY,-122.4218863579807,37.76491789094235
WARRANTS,-122.43746150234895,37.72116508074143
ASSAULT,-122.42881852672396,37.78086426524554
DRUG/NARCOTIC,-122.42075511577934,37.77201821868283
TRESPASS,-122.41162615229923,37.77858957403122
WARRANTS,-122.3916594086776,37.75260628247562
RECOVERED VEHICLE,-122.42075511577934,37.77201821868283
DRUG/NARCOTIC,-122.4210578548394,37.766598778147824
STOLEN PROPERTY,-122.43526519861612,37.8000616729806
LARCENY/THEFT,-122.45822081169729,37.76331239613537
ASSAULT,-122.51003684103428,37.77325704099441
WARRANTS,-122.4465189189301,37.771922889157025
OTHER OFFENSES,-122.41905269434929,37.75863240515618
BURGLARY,-122.41945689439275,37.776861718671775
OTHER OFFENSES,-122.4210578548394,37.766598778147824
OTHER OFFENSES,-122.45538919797396,37.781315119952566
LARCENY/THEFT,-122.4141771617915,37.77580025733408
ASSAULT,-122.4162211565082,37.7892672343725
WARRANTS,-122.42391878691649,37.78153381278176
OTHER OFFENSES,-122.45538919797396,37.781315119952566
OTHER OFFENSES,-122.39473203783164,37.78219877132483
VANDALISM,-122.45181851562045,37.70915421400649
VANDALISM,-122.42038431515043,37.768304409458324
OTHER OFFENSES,-122.4218863579807,37.76491789094235
ASSAULT,-122.41691614218824,37.78439444920679
BURGLARY,-122.45538919797396,37.781315119952566
VANDALISM,-122.40877066526001,37.78013570117457
ASSAULT,-122.40013097591957,37.730867995704926
WARRANTS,-122.43743231727268,37.80309557529225
OTHER OFFENSES,-122.41508566641576,37.77923906895383
NON-CRIMINAL,-122.41893030292408,37.80735025163232
SUSPICIOUS OCC,-122.45433010539585,37.76815301111592
ROBBERY,-122.40877066526001,37.78013570117457
DRUG/NARCOTIC,-122.41474383538244,37.778719262789004
FRAUD,-122.42166708607135,37.78284198481313
OTHER OFFENSES,-122.4769635070368,37.77664295506608
DRUG/NARCOTIC,-122.4141771617915,37.77580025733408
OTHER OFFENSES,-122.45270634032181,37.769215670589396
DRIVING UNDER THE INFLUENCE,-122.4769635070368,37.77664295506608
OTHER OFFENSES,-122.51003684103428,37.77325704099441
ASSAULT,-122.41516076159328,37.75161865632872
SECONDARY CODES,-122.40013097591957,37.730867995704926
OTHER OFFENSES,-122.42485404025808,37.77074787925965
"SEX OFFENSES, FORCIBLE",-122.41516076159328,37.75161865632872
NON-CRIMINAL,-122.45433010539585,37.76815301111592
OTHER OFFENSES,-122.4465189189301,37.771922889157025
NON-CRIMINAL,-122.45270634032181,37.769215670589396
OTHER OFFENSES,-122.41557780980757,37.76959145438142
SUSPICIOUS OCC,-122.39831340028688,37.776293538503644
VEHICLE THEFT,-122.40202770694843,37.786248345662926
LARCENY/THEFT,-122.4076335207421,37.78418935014246
BRIBERY,-122.40013097591957,37.730867995704926
DRIVING UNDER THE INFLUENCE,-122.39928903356682,37.786383021575
OTHER OFFENSES,-122.42846162215984,37.761684430080685
BURGLARY,-122.42846162215984,37.761684430080685
OTHER OFFENSES,-122.39928903356682,37.786383021575
ASSAULT,-122.51003684103428,37.77325704099441
VANDALISM,-122.42391878691649,37.78153381278176
OTHER OFFENSES,-122.41162615229923,37.77858957403122
OTHER OFFENSES,-122.42846162215984,37.761684430080685
OTHER OFFENSES,-122.43743231727268,37.80309557529225
LARCENY/THEFT,-122.42038431515043,37.768304409458324
WARRANTS,-122.41474383538244,37.778719262789004
WARRANTS,-122.3916594086776,37.75260628247562
OTHER OFFENSES,-122.39928903356682,37.786383021575
OTHER OFFENSES,-122.42358068715048,37.739884956595716
ASSAULT,-122.41508566641576,37.77923906895383
TRESPASS,-122.44696425423992,37.77568322075182
ASSAULT,-122.39733759682196,37.77889349338595
WARRANTS,-122.4465189189301,37.771922889157025
FRAUD,-122.43746150234895,37.72116508074143
LARCENY/THEFT,-122.4065209871443,37.785062942166064
MISSING PERSON,-122.51003684103428,37.77325704099441
WARRANTS,-122.4178782267856,37.75227316448481
DISORDERLY CONDUCT,-122.40794503323536,37.7996867434054
ROBBERY,-122.41508566641576,37.77923906895383
WARRANTS,-122.41426923383473,37.792571982642826
NON-CRIMINAL,-122.51003684103428,37.77325704099441
LARCENY/THEFT,-122.47564746078615,37.72852806274646
DRUG/NARCOTIC,-122.41474383538244,37.778719262789004
DRUNKENNESS,-122.40428249774496,37.79822493454871
VEHICLE THEFT,-122.38771103737282,37.72506754591547
OTHER OFFENSES,-122.42485404025808,37.77074787925965
VANDALISM,-122.4178782267856,37.75227316448481
TRESPASS,-122.42166708607135,37.78284198481313
OTHER OFFENSES,-122.42166708607135,37.78284198481313
OTHER OFFENSES,-122.41557780980757,37.76959145438142
TRESPASS,-122.41639750950279,37.76604924159268
OTHER OFFENSES,-122.40653911514815,37.75648641093089
WARRANTS,-122.46710225424792,37.78277053500743
BURGLARY,-122.41493876367828,37.790388757203395
STOLEN PROPERTY,-122.41493876367828,37.790388757203395
OTHER OFFENSES,-122.41197948749405,37.780903969675826
OTHER OFFENSES,-122.40340479147905,37.775420706711
WARRANTS,-122.40340479147905,37.775420706711
OTHER OFFENSES,-122.41493876367828,37.790388757203395
OTHER OFFENSES,-122.41241426358104,37.783003796453364
OTHER OFFENSES,-122.43080758169957,37.76941133366854
OTHER OFFENSES,-122.47827820633243,37.72094516162954
ASSAULT,-122.4413381440532,37.729970067524455
OTHER OFFENSES,-122.419208249507,37.76023407536052
OTHER OFFENSES,-122.419208249507,37.76023407536052
NON-CRIMINAL,-122.39532882874866,37.7652725356657
OTHER OFFENSES,-122.4413381440532,37.729970067524455
ASSAULT,-122.4413381440532,37.729970067524455
DRUG/NARCOTIC,-122.41431785788087,37.77994440520465
OTHER OFFENSES,-122.41431785788087,37.77994440520465
DRUG/NARCOTIC,-122.41431785788087,37.77994440520465
DRIVING UNDER THE INFLUENCE,-122.39774442710336,37.729934693604356
OTHER OFFENSES,-122.41639750950279,37.76604924159268
DRUG/NARCOTIC,-122.41431785788087,37.77994440520465
OTHER OFFENSES,-122.4076335207421,37.78418935014246
OTHER OFFENSES,-122.41812008648995,37.76030123403974
OTHER OFFENSES,-122.39774442710336,37.729934693604356
OTHER OFFENSES,-122.41838200860715,37.78325837709494
TRESPASS,-122.40051435623441,37.788655888761774
DRUG/NARCOTIC,-122.40051435623441,37.788655888761774
ASSAULT,-122.43080758169957,37.76941133366854
NON-CRIMINAL,-122.41107142306448,37.7817511307229
OTHER OFFENSES,-122.43384306629801,37.78890624337853
ASSAULT,-122.43080758169957,37.76941133366854
DISORDERLY CONDUCT,-122.43872325496001,37.8005583558889
ASSAULT,-122.41402726269041,37.77186361771543
WEAPON LAWS,-122.40340479147905,37.775420706711
OTHER OFFENSES,-122.49206801733959,37.71436154987557
FRAUD,-122.41838200860715,37.78325837709494
OTHER OFFENSES,-122.40479942495092,37.79445253894807
BURGLARY,-122.43384306629801,37.78890624337853
WARRANTS,-122.40720895140198,37.798775665273574
ROBBERY,-122.40479942495092,37.79445253894807
NON-CRIMINAL,-122.41967178029562,37.76505012146682
NON-CRIMINAL,-122.41431785788087,37.77994440520465
OTHER OFFENSES,-122.41710489555551,37.77432428679077
DRUG/NARCOTIC,-122.40522282175512,37.78869369201293
ASSAULT,-122.4252367071847,37.75422219067735
KIDNAPPING,-122.4252367071847,37.75422219067735
ASSAULT,-122.41710489555551,37.77432428679077
WARRANTS,-122.41402726269041,37.77186361771543
"SEX OFFENSES, FORCIBLE",-122.40653911514815,37.75648641093089
TRESPASS,-122.47827820633243,37.72094516162954
OTHER OFFENSES,-122.41493876367828,37.790388757203395
OTHER OFFENSES,-122.41493876367828,37.790388757203395
LARCENY/THEFT,-122.41967178029562,37.76505012146682
NON-CRIMINAL,-122.40340479147905,37.775420706711
WARRANTS,-122.41493876367828,37.790388757203395
OTHER OFFENSES,-122.40864088513271,37.70984571772379
OTHER OFFENSES,-122.40522282175512,37.78869369201293
ASSAULT,-122.40632349141966,37.79472083567352
ASSAULT,-122.43617713768545,37.71420893860849
OTHER OFFENSES,-122.40864088513271,37.70984571772379
ARSON,-122.40535937175287,37.78597747616253
OTHER OFFENSES,-122.41241426358104,37.783003796453364
VANDALISM,-122.43617713768545,37.71420893860849
OTHER OFFENSES,-122.40340479147905,37.775420706711
OTHER OFFENSES,-122.43872325496001,37.8005583558889
ARSON,-122.40535937175287,37.78597747616253
OTHER OFFENSES,-122.40340479147905,37.775420706711
SECONDARY CODES,-122.40340479147905,37.775420706711
ASSAULT,-122.41224976763395,37.782556330201984
PROSTITUTION,-122.4545988591746,37.723644272113795
ASSAULT,-122.4545988591746,37.723644272113795
OTHER OFFENSES,-122.39651609825312,37.75231121968467
WARRANTS,-122.39651609825312,37.75231121968467
ASSAULT,-122.44337498134315,37.74589735183481
WARRANTS,-122.40522282175512,37.78869369201293
OTHER OFFENSES,-122.43276436561159,37.80025769842718
ASSAULT,-122.41714480239858,37.7121502932531
ARSON,-122.4107742143754,37.80843501758691
DRUG/NARCOTIC,-122.39143480043337,37.73812709350127
WARRANTS,-122.39143480043337,37.73812709350127
LARCENY/THEFT,-122.40307000084677,37.785268630908725
DRUG/NARCOTIC,-122.40558636165855,37.765902228645174
ASSAULT,-122.42090846898415,37.765776662119755
OTHER OFFENSES,-122.40510948540415,37.70885630767813
WARRANTS,-122.42090846898415,37.765776662119755
ASSAULT,-122.40653911514815,37.75648641093089
BURGLARY,-122.43408572494957,37.77308509755472
DRUG/NARCOTIC,-122.43276436561159,37.80025769842718
LARCENY/THEFT,-122.40257121696408,37.764125907520146
LARCENY/THEFT,-122.42160889320715,37.79550387107726
ASSAULT,-122.41083646903692,37.8002387227716
OTHER OFFENSES,-122.38986561033232,37.73716994462029
OTHER OFFENSES,-122.42225900330317,37.76875475746337
ASSAULT,-122.42607958054528,37.76142677574725
WARRANTS,-122.39143480043337,37.73812709350127
BURGLARY,-122.41537413588377,37.7748441181386
OTHER OFFENSES,-122.43362342174571,37.726235830472156
OTHER OFFENSES,-122.43362342174571,37.726235830472156
FRAUD,-122.40448996249368,37.765303088913676
OTHER OFFENSES,-122.40448996249368,37.765303088913676
ARSON,-122.40448996249368,37.765303088913676
NON-CRIMINAL,-122.40615148216322,37.77808112789121
WARRANTS,-122.41431785788087,37.77994440520465
OTHER OFFENSES,-122.41844818610123,37.75223916526247
WARRANTS,-122.40448996249368,37.765303088913676
SUSPICIOUS OCC,-122.4310463660887,37.78302957160442
OTHER OFFENSES,-122.4509420009402,37.78666903603654
WARRANTS,-122.43597721702993,37.72312883067275
WARRANTS,-122.43597721702993,37.72312883067275
OTHER OFFENSES,-122.40643051020326,37.7645480851406
OTHER OFFENSES,-122.39968608280614,37.73990178058497
LARCENY/THEFT,-122.40589536988726,37.78673421849833
WARRANTS,-122.4509420009402,37.78666903603654
DRIVING UNDER THE INFLUENCE,-122.47163793212513,37.778751149719746
WARRANTS,-122.41431785788087,37.77994440520465
OTHER OFFENSES,-122.41844818610123,37.75223916526247
ASSAULT,-122.45228966049213,37.72569335757029
STOLEN PROPERTY,-122.40257121696408,37.764125907520146
BURGLARY,-122.4509420009402,37.78666903603654
LARCENY/THEFT,-122.42164447844698,37.74299701440755
ASSAULT,-122.40889025274242,37.78434676132734
LARCENY/THEFT,-122.40158837999071,37.7910139283214
LARCENY/THEFT,-122.40589536988726,37.78673421849833
ARSON,-122.4107742143754,37.80843501758691
LARCENY/THEFT,-122.40952991327822,37.765718439528214
OTHER OFFENSES,-122.41544415988614,37.77802456746407
ASSAULT,-122.46625997954,37.71360859471913
OTHER OFFENSES,-122.41983289014406,37.767462526182506
LARCENY/THEFT,-122.41560549623681,37.76771775206648
ASSAULT,-122.40257418908699,37.71853810131178
OTHER OFFENSES,-122.40871060666346,37.78097067220534
LARCENY/THEFT,-122.47410271041605,37.74317449699626
WARRANTS,-122.40589536988726,37.78673421849833
ASSAULT,-122.40871060666346,37.78097067220534
LARCENY/THEFT,-122.40589536988726,37.78673421849833
OTHER OFFENSES,-122.38986561033232,37.73716994462029
WARRANTS,-122.38986561033232,37.73716994462029
DRUG/NARCOTIC,-122.40615148216322,37.77808112789121
DRUG/NARCOTIC,-122.40615148216322,37.77808112789121
DRUG/NARCOTIC,-122.4109552489057,37.78413995095941
WARRANTS,-122.40589536988726,37.78673421849833
ASSAULT,-122.46625997954,37.71360859471913
OTHER OFFENSES,-122.41544415988614,37.77802456746407
DRUG/NARCOTIC,-122.41633027848052,37.78149464971014
LARCENY/THEFT,-122.40753833231899,37.76578275442761
LARCENY/THEFT,-122.47857614258771,37.77651548579837
TRESPASS,-122.41680307142828,37.7877117998441
DRUG/NARCOTIC,-122.40257418908699,37.71853810131178
STOLEN PROPERTY,-122.42164447844698,37.74299701440755
WARRANTS,-122.40558636165855,37.765902228645174
OTHER OFFENSES,-122.40889025274242,37.78434676132734
LARCENY/THEFT,-122.42164447844698,37.74299701440755
ASSAULT,-122.42090846898415,37.765776662119755
OTHER OFFENSES,-122.40889025274242,37.78434676132734
OTHER OFFENSES,-122.3925455224339,37.78397571735637
ASSAULT,-122.46625997954,37.71360859471913
STOLEN PROPERTY,-122.40952991327822,37.765718439528214
OTHER OFFENSES,-122.40952991327822,37.765718439528214
NON-CRIMINAL,-122.47163793212513,37.778751149719746
WARRANTS,-122.40589536988726,37.78673421849833
STOLEN PROPERTY,-122.40753833231899,37.76578275442761
ROBBERY,-122.41356409174415,37.77951403006305
STOLEN PROPERTY,-122.43408572494957,37.77308509755472
BURGLARY,-122.41356409174415,37.77951403006305
SUSPICIOUS OCC,-122.47857614258771,37.77651548579837
SUSPICIOUS OCC,-122.4109552489057,37.78413995095941
ASSAULT,-122.41714480239858,37.7121502932531
OTHER OFFENSES,-122.42373222050756,37.78061114665583
OTHER OFFENSES,-122.40993928666401,37.77841537773494
OTHER OFFENSES,-122.39980214579944,37.78800653243919
OTHER OFFENSES,-122.39980214579944,37.78800653243919
WARRANTS,-122.43515009981228,37.76175972435981
SECONDARY CODES,-122.39261247193599,37.72265782174292
ASSAULT,-122.41765331685623,37.76759416694264
OTHER OFFENSES,-122.38498127690356,37.729604667480395
BURGLARY,-122.4235598522892,37.75796228371551
OTHER OFFENSES,-122.4681583384999,37.77517233730997
NON-CRIMINAL,-122.4788339462518,37.773733072762134
WEAPON LAWS,-122.4788339462518,37.773733072762134
OTHER OFFENSES,-122.4788339462518,37.773733072762134
WEAPON LAWS,-122.39774442710336,37.729934693604356
NON-CRIMINAL,-122.42017277746616,37.73036843612582
ASSAULT,-122.40471563355406,37.794019882655796
TRESPASS,-122.4235598522892,37.75796228371551
